PR,PK,Longitude,Latitude
18,1350,20517222.1510713,5522822.37099048
18,1355,20517252.9338141,5522782.97057447
18,1360,20517283.7165569,5522743.57015845
18,1365,20517314.4992997,5522704.16974244
18,1370,20517345.2820425,5522664.76932643
18,1375,20517376.0647852,5522625.36891042
18,1380,20517406.847528,5522585.96849441
18,1385,20517437.6302708,5522546.5680784
18,1390,20517468.4130136,5522507.1676624
18,1395,20517499.1957563,5522467.76724639
18,1400,20517529.9784991,5522428.3668304
18,1405,20517560.7612419,5522388.96641441
20,955,20514947.9160472,5526058.13482999
20,960,20514978.6987903,5526018.73441387
20,965,20515009.4815334,5525979.33399775
20,970,20515040.2642764,5525939.93358161
20,975,20515071.0470195,5525900.53316549
20,980,20515101.8297625,5525861.13274935
20,985,20515132.6125055,5525821.73233323
20,990,20515163.3952486,5525782.3319171
20,995,20515194.1779916,5525742.93150098
20,1000,20515224.9607346,5525703.53108486
20,1005,20515255.7434776,5525664.13066874
20,1010,20515286.5262206,5525624.73025262
20,1015,20515317.3089637,5525585.3298365
20,1020,20515348.0917067,5525545.92942039
20,1025,20515378.8744497,5525506.52900427
20,1030,20515409.6571927,5525467.12858816
20,1035,20515440.4399357,5525427.72817205
20,1040,20515471.2226787,5525388.32775593
20,1045,20515502.0054217,5525348.92733983
20,1050,20515532.7881646,5525309.52692372
20,1055,20515563.5709076,5525270.12650761
20,1060,20515594.3536506,5525230.7260915
20,1065,20515625.1363936,5525191.3256754
20,1070,20515655.9191366,5525151.9252593
20,1075,20515686.7018795,5525112.52484319
20,1080,20515717.4846225,5525073.12442709
20,1085,20515748.2673655,5525033.724011
20,1090,20515779.0501084,5524994.3235949
20,1095,20515809.8328514,5524954.9231788
20,1100,20515840.6155944,5524915.5227627
20,1105,20515871.3983373,5524876.12234661
20,1110,20515902.1810803,5524836.72193052
20,1115,20515932.9638232,5524797.32151443
20,1120,20515963.7465661,5524757.92109834
20,1125,20515994.5293091,5524718.52068225
20,1130,20516025.312052,5524679.12026616
20,1135,20516056.094795,5524639.71985008
20,1140,20516086.8775379,5524600.31943399
20,1145,20516117.6602808,5524560.91901791
20,1150,20516148.4430237,5524521.51860183
20,1155,20516179.2257667,5524482.11818574
20,1160,20516210.0085096,5524442.71776967
20,1165,20516240.7912525,5524403.31735359
20,1170,20516271.5739954,5524363.91693751
20,1175,20516302.3567383,5524324.51652144
20,1180,20516333.1394812,5524285.11610536
20,1185,20516363.9222241,5524245.71568929
20,1190,20516394.704967,5524206.31527322
20,1195,20516425.4877099,5524166.91485715
20,1200,20516456.2704528,5524127.51444108
20,1205,20516487.0531957,5524088.11402501
20,1210,20516517.8359386,5524048.71360895
20,1215,20516548.6186814,5524009.31319288
20,1220,20516579.4014243,5523969.91277682
20,1225,20516610.1841672,5523930.51236075
20,1230,20516640.9669101,5523891.1119447
20,1235,20516671.7496529,5523851.71152864
20,1240,20516702.5323958,5523812.31111257
20,1245,20516733.3151387,5523772.91069652
20,1250,20516764.0978815,5523733.51028047
20,1255,20516794.8806244,5523694.10986441
20,1260,20516825.6633672,5523654.70944836
20,1265,20516856.4461101,5523615.30903231
20,1270,20516887.2288529,5523575.90861626
20,1275,20516918.0115958,5523536.50820021
20,1280,20516948.7943386,5523497.10778416
20,1285,20516979.5770814,5523457.70736811
20,1290,20517010.3598243,5523418.30695207
20,1295,20517041.1425671,5523378.90653603
20,1300,20517071.9253099,5523339.50611999
20,1305,20517102.7080527,5523300.10570395
